resolved_openml_id,source_pools,source_dataset_ids,dataset_name,openml_version,retrieval_timestamp_utc,prefilter_skip,prefilter_reason,description_excerpt,objective_eligible,error,fail_stage,target_name,class_labels,minority_label,majority_label,n_rows,n_source_features,n_numeric,n_categorical,n_continuous,n_integer_valued_numeric,missing_indicator_count,n_encoded_features,n_minority,n_majority,minority_prevalence,missing_fraction,max_balanced_train_size,raw_checksum,objective_checks_json,dtype_disagreement,dtype_disagreement_json,prevalence_upper_bound_used,check_binary,check_rows_in_range,check_has_continuous,check_prevalence_ge_0_02,check_prevalence_le_upper,check_minority_count_ge_250,check_missing_lt_10pct,check_encoded_features_le_100,check_tabpfn_envelope_balanced_train_le_10000
45558,climb,climb:45558,Pulsar-Dataset-HTRU2,2,2026-08-31T21:14:17.271640+00:00,True,quality_rows_out_of_range:17898.0,"Pulsar candidates collected during the HTRU survey. Pulsars are a type of star, of considerable scientific interest. Candidates must be classified in to pulsar and non-pulsar classes to aid discovery.

## Source:

Dr Robert Lyon, University of Manchester, School of Physics and Astronomy, Alan Turing Building, Manchester M13 9PL, United Kingdom, robert.lyon '@' manchester.ac.uk

## Data Set Information:

HTRU2 is a data set which describes a sample of pulsar candidates collected during the High Time Resolution Universe Survey (South) [1].

Pulsars are a rare type of Neutron star that produce radio emission detectable here on Earth. They are of considerable scientific interest as probes of space-time, the inter-stellar medium, and states of matter (see [2] for more uses).

As pulsars rotate,",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45560,climb,climb:45560,online-shoppers-intention,2,2026-08-31T21:14:17.272633+00:00,True,quality_rows_out_of_range:12330.0,"## Source:

1. C. Okan Sakar
Department of Computer Engineering, Faculty of
Engineering and Natural Sciences, Bahcesehir University,
34349 Besiktas, Istanbul, Turkey

2. Yomi Kastro
Inveon Information Technologies Consultancy and Trade,
34335 Istanbul, Turkey

## Data Set Information:

The dataset consists of feature vectors belonging to 12,330 sessions.
The dataset was formed so that each session
would belong to a different user in a 1-year period to avoid
any tendency to a specific campaign, special day, user
profile, or period.


## Attribute Information:

The dataset consists of 10 numerical and 8 categorical attributes.
The 'Revenue' attribute can be used as the class label.

""Administrative"", ""Administrative Duration"", ""Informational"", ""Informational Duration"", ""Product Related"" and ",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45562,climb,climb:45562,seismic-bumps,3,2026-08-31T21:14:17.273602+00:00,False,,"========================================================================================================
Seismic bumps dataset
========================================================================================================
The data describe the problem of high energy (higher than 10^4 J) seismic bumps forecasting in a coal
mine. Data come from two of longwalls located in a Polish coal mine.

--------------------------------------------------------------------------------------------------------
Citation request
--------------------------------------------------------------------------------------------------------
Sikora M., Wrobel L.: Application of rule induction algorithms for analysis of data collected by seismic
hazard monitoring systems in coal mines. Archives of Mining Scie",False,,objective,class,0|1,1,0,2584.0,18.0,14.0,4.0,0.0,14.0,0.0,18.0,170.0,2414.0,0.06578947368421052,0.0,2414.0,8440496cf28a650b81412ae4a74a1a96cef12a453d04f66e6a180dd91f521779,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,False,True,True,True
45717,climb,climb:45717,bwin_amlb,1,2026-08-31T21:14:17.303588+00:00,False,,"This analytic dataset contains actual betting behavior virtual live action betting for each participant aggregated over one month period from the date the account was opened. Also, it contains live action betting for each participant aggregated over the twenty-four-month study period from February 1, 2005 through February 28, 2007 or until the account was closed.",False,,objective,DV,0|1,1,0,530.0,13.0,11.0,2.0,6.0,5.0,0.0,13.0,176.0,354.0,0.3320754716981132,0.0,354.0,8e7395205b6a7da67b3c7da0b75fc09d7174fae03cd73606cd3095fe6440a2d4,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,False,True,True,True
46281,climb,climb:46281,insurance_company,1,2026-08-31T21:14:17.321798+00:00,False,,"From original source:
-----

Additional Information

Information about customers consists of 86 variables and includes product usage data and socio-demographic data derived from zip area codes. The data was supplied by the Dutch data mining company Sentient Machine Research and is based on a real world business problem. The training set contains over 5000 descriptions of customers, including the information of whether or not they have a caravan insurance policy. A test set contains 4000 customers of whom only the organisers know if they have a caravan insurance policy. 

The data dictionary (http://kdd.ics.uci.edu/databases/tic/dictionary.txt) describes the variables used and their values. 

Note: All the variables starting with M are zipcode variables. They give information on the distrib",False,,objective,target,0|1,1,0,9822.0,85.0,23.0,62.0,0.0,23.0,0.0,85.0,586.0,9236.0,0.059661983302789656,0.0,9236.0,ee9e5fe1960f2ddbe9bb9e2b9b3493e2937ed16aaf01c13ff081bc8c19aa7cbf,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,True,True,True,True
46362,climb,climb:46362,Customer_Churn_Classification,1,2026-08-31T21:14:17.400800+00:00,True,quality_rows_out_of_range:175028.0,This dataset contains customer data for a classification task to predict churn based on behavioral and demographic features. The target variable 'exited' indicates whether a customer has churned (1) or not (0).,False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46503,climb,climb:46503,Credit_Approval_Classification,4,2026-08-31T21:14:17.401930+00:00,False,,"A dataset for binary classification of credit approval status. Features include customer demographics, financial attributes, and credit history. The target variable class indicates whether the credit is good or bad.",False,,objective,class,0|1,0,1,1000.0,50.0,50.0,0.0,0.0,50.0,0.0,50.0,300.0,700.0,0.3,0.0,700.0,7072048e355f72b85cb7f97d67742175efe77855716a2945e8c67e58ce08dec5,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,True,True,True,True
46904,tabarena_v0.1,tabarena_v0.1:46904,airfoil_self_noise,9,2026-08-31T21:14:17.426740+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5VW2C
- **Reference (please cite)**: Brooks, Thomas F., D. Stuart Pope, and Michael A. Marcolini. Airfoil self-noise and prediction. No. L-16528. 1989. https://ntrs.nasa.gov/citations/19890016302
- **Dataset Year:** 2014
- **Dataset",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46905,tabarena_v0.1,tabarena_v0.1:46905,Amazon_employee_access,3,2026-08-31T21:14:17.427812+00:00,True,quality_rows_out_of_range:32769.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public Domain
- **Original Data Source:** https://www.kaggle.com/c/amazon-employee-access-challenge
- **Reference (please cite)**: Ben Hamner, kenmonta, and Will Cukierski. Amazon.com - Employee Access Challenge. https://kaggle.com/competitions/amazon-employee-access-challenge, 2013. Kaggle.",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46906,tabarena_v0.1,tabarena_v0.1:46906,anneal,18,2026-08-31T21:14:17.428832+00:00,True,quality_not_binary:5.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5RW2F
- **Reference (please cite)**: 'Annealing.' UCI Machine Learning Repository,  https://doi.org/10.24432/C5RW2F.
- **Dataset Year:** 1990
- **Dataset Description:** see the reference and the original data source for details.",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46907,tabarena_v0.1,tabarena_v0.1:46907,Another-Dataset-on-used-Fiat-500,1,2026-08-31T21:14:17.429830+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** CC0: Public Domain
- **Original Data Source:** https://www.kaggle.com/datasets/paolocons/another-fiat-500-dataset-1538-rows
- **Reference (please cite)**: Kaggle User Paolocons. 'Another Dataset on Used Fiat 500 (1538 Rows).' 2020. Kaggle, https://www.kaggle.com/datasets/paolocons/another-fiat-5",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46908,tabarena_v0.1,tabarena_v0.1:46908,APSFailure,2,2026-08-31T21:14:17.430885+00:00,True,quality_rows_out_of_range:76000.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5V60Q
- **Reference (please cite)**: IDA2016Challenge [Dataset]. (2016). UCI Machine Learning Repository. https://doi.org/10.24432/C5V60Q.
- **Dataset Year:** 2016
- **Dataset Description:** see the reference and the original da",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46910,tabarena_v0.1,tabarena_v0.1:46910,bank-marketing,10,2026-08-31T21:14:17.431920+00:00,True,quality_rows_out_of_range:45211.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5K306
- **Reference (please cite)**: Moro, Sergio, Paulo Cortez, and Paulo Rita. 'A data-driven approach to predict the success of bank telemarketing.' Decision Support Systems 62 (2014): 22-31. https://doi.org/10.1016/j.dss.201",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46911,tabarena_v0.1,tabarena_v0.1:46911,Bank_Customer_Churn,1,2026-08-31T21:14:17.432926+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public
- **Original Data Source:** https://www.kaggle.com/datasets/gauravtopre/bank-customer-churn-dataset
- **Reference (please cite)**: Topre, Gaurav. 'Bank Customer Churn Dataset.' Kaggle, 2022, https://www.kaggle.com/datasets/gauravtopre/bank-customer-churn-dataset.
- **Dataset Year:** 2",True,,,churn,No|Yes,Yes,No,10000.0,10.0,6.0,4.0,2.0,4.0,0.0,10.0,2037.0,7963.0,0.2037,0.0,7964.0,85d34457ab9a4dc995e993f4349c502818d23ae27e9d140cea45493b011bc568,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
46912,tabarena_v0.1,tabarena_v0.1:46912,Bioresponse,4,2026-08-31T21:14:17.493910+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public Domain
- **Original Data Source:** https://www.kaggle.com/c/bioresponse
- **Reference (please cite)**: Ben Hamner, dcthompson, and Jorg. Predicting a Biological Response. https://kaggle.com/competitions/bioresponse, 2012. Kaggle.
- **Dataset Year:** 2012
- **Dataset Description:** see",False,,objective,MoleculeElicitsResponse,No|Yes,No,Yes,3751.0,1776.0,1776.0,0.0,941.0,834.0,0.0,1776.0,1717.0,2034.0,0.4577446014396161,0.0,2034.0,c35e2de0b431a88ae3b71e36c17a52d94903e005d38c62b9325095d60f251013,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": false, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,False,True
46913,tabarena_v0.1,tabarena_v0.1:46913,blood-transfusion-service-center,2,2026-08-31T21:14:17.868012+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5GS39
- **Reference (please cite)**: Yeh, I-Cheng, King-Jang Yang, and Tao-Ming Ting. 'Knowledge discovery on RFM model using Bernoulli sequence.' Expert Systems with applications 36.3 (2009): 5866-5871. https://doi.org/10.1016/",False,,objective,DonatedBloodInMarch2007,No|Yes,Yes,No,748.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,178.0,570.0,0.23796791443850268,0.0,570.0,3d2f8135378ae39f320e62f767643fb272153dac3effbe0ead67c8cd044ea6f1,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,False,True,True,True
46915,tabarena_v0.1,tabarena_v0.1:46915,churn,4,2026-08-31T21:14:17.885135+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** MIT License
- **Original Data Source:** Original source lost. See instead PMLB (https://github.com/EpistasisLab/pmlb/tree/master/datasets/churn) or OpenML dataset ID 40701.
- **Reference (please cite)**: Marcoulides, George A. 'Discovering Knowledge in Data: an Introduction to Data Mining.' ",True,,,CustomerChurned,No|Yes,Yes,No,5000.0,19.0,15.0,4.0,8.0,7.0,0.0,19.0,707.0,4293.0,0.1414,0.0,4294.0,fd16427b2e4f30f71a63e54440d5a8be2bc134e3e607b4f0dc15a77bea7c51a9,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
46916,tabarena_v0.1,tabarena_v0.1:46916,coil2000_insurance_policies,1,2026-08-31T21:14:17.925738+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5630S
- **Reference (please cite)**: Van Der Putten, Peter, and Maarten van Someren. CoIL challenge 2000: The insurance company case. Technical Report 200009, Leiden Institute of Advanced Computer Science, Universiteit van Leide",False,,objective,MobileHomePolicy,No|Yes,Yes,No,9822.0,85.0,80.0,5.0,0.0,80.0,0.0,85.0,586.0,9236.0,0.059661983302789656,0.0,9236.0,b721d02d829f58b3533fa2bf19c984e9ec2bd674b73f146db589e055a2efca09,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,True,True,True,True
46917,tabarena_v0.1,tabarena_v0.1:46917,concrete_compressive_strength,8,2026-08-31T21:14:17.999693+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5PK67
- **Reference (please cite)**: Yeh, I-C. 'Modeling of strength of high-performance concrete using artificial neural networks.' Cement and Concrete research 28.12 (1998): 1797-1808. https://doi.org/10.1016/S0008-8846(98)00165-3",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46918,tabarena_v0.1,tabarena_v0.1:46918,credit-g,5,2026-08-31T21:14:18.000779+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5NC77
- **Reference (please cite)**: Hofmann, H. (1994). Statlog (German Credit Data) [Dataset]. UCI Machine Learning Repository. https://doi.org/10.24432/C5NC77.
- **Dataset Year:** 1994
- **Dataset Description:** see the refer",False,,objective,good_or_bad_customer,bad|good,bad,good,1000.0,20.0,7.0,13.0,0.0,7.0,0.0,20.0,300.0,700.0,0.3,0.0,700.0,b80c959f8e30f04a1de4fb2bfb5d3b38b000febb1853ca35077ff485a32c8ab1,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,False,True,True,True,True,True,True
46919,tabarena_v0.1,tabarena_v0.1:46919,credit_card_clients_default,1,2026-08-31T21:14:18.022086+00:00,True,quality_rows_out_of_range:30000.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C55S3H
- **Reference (please cite)**: Yeh, I-Cheng, and Che-hui Lien. 'The comparisons of data mining techniques for the predictive accuracy of probability of default of credit card clients.' Expert systems with applications 36.2",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46920,tabarena_v0.1,tabarena_v0.1:46920,customer_satisfaction_in_airline,1,2026-08-31T21:14:18.023184+00:00,True,quality_rows_out_of_range:129880.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC0: Public Domain
- **Original Data Source:** https://www.kaggle.com/datasets/yakhyojon/customer-satisfaction-in-airline
- **Reference (please cite)**: Kaggle User Yakhyojon. 'Customer Satisfaction in Airline.' Kaggle, 2023, https://www.kaggle.com/datasets/yakhyojon/customer-satisfaction-in",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46921,tabarena_v0.1,tabarena_v0.1:46921,diabetes,7,2026-08-31T21:14:18.024191+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC0: Public Domain
- **Original Data Source:** Original UCI source is lost, backup on [OpenML](https://www.openml.org/search?type=data&sort=runs&id=37) and [Kaggle](https://www.kaggle.com/datasets/uciml/pima-indians-diabetes-database).
- **Reference (please cite)**: Smith, Jack W., et al. 'U",True,,,TestedPositiveForDiabetes,No|Yes,Yes,No,768.0,8.0,8.0,0.0,2.0,6.0,0.0,8.0,268.0,500.0,0.3489583333333333,0.0,500.0,9ccdd95253e038619ce070a0e9ced24e382b413bb139f90e432dff81adc884dd,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
46922,tabarena_v0.1,tabarena_v0.1:46922,Diabetes130US,4,2026-08-31T21:14:18.041764+00:00,True,quality_rows_out_of_range:71518.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** CC BY 4.0
- **Original Data Source:** https://doi.org/10.24432/C5230J
- **Reference (please cite)**: Strack, Beata, et al. 'Impact of HbA1c measurement on hospital readmission rates: analysis of 70,000 clinical database patient records.' BioMed research international 2014.1 (2014): 781670. h",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46923,tabarena_v0.1,tabarena_v0.1:46923,diamonds,9,2026-08-31T21:14:18.042843+00:00,True,quality_not_binary:0.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is regression.

---
#### Dataset Metadata
- **Licence:** MIT License
- **Original Data Source:** https://github.com/tidyverse/ggplot2/blob/main/data-raw/diamonds.csv
- **Reference (please cite)**: Wickham, Hadley, and Hadley Wickham. 'Data analysis.' ggplot2: Elegant graphics for data analysis (2016): 189-201. https://doi.org/10.1007/978-3-319-24277-4",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46924,tabarena_v0.1,tabarena_v0.1:46924,E-CommereShippingData,1,2026-08-31T21:14:18.043930+00:00,True,quality_rows_out_of_range:10999.0,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public Domain
- **Original Data Source:** https://www.kaggle.com/datasets/prachi13/customer-analytics
- **Reference (please cite)**: Prachi Gopalani. 'E-Commerce Shipping Data.' Kaggle, 2021, https://www.kaggle.com/datasets/prachi13/customer-analytics.
- **Dataset Year:** 2021
- **Dataset De",False,,prefilter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46927,tabarena_v0.1,tabarena_v0.1:46927,Fitness_Club,1,2026-08-31T21:14:18.044940+00:00,False,,"This dataset was curated for [TabArena](https://tabarena.ai/) by the TabArena team
as part of the [TabArena Tabular ML IID Study](https://tabarena.ai/data-tabular-ml-iid-study).
For more details on the study, see our [paper](https://tabarena.ai/paper-tabular-ml-iid-study).

**Dataset Focus**: This dataset shall be used for evaluating predictive machine
learning models for independent and identically distributed tabular data. The
intended task is classification.

---
#### Dataset Metadata
- **Licence:** Public Domain
- **Original Data Source:** https://www.kaggle.com/datasets/ddosad/datacamps-data-science-associate-certification
- **Reference (please cite)**: Kaggle User Ddosad. 'Fitness Club Dataset for ML Classification.' Kaggle, 2023, https://www.kaggle.com/datasets/ddosad/datacamps-data",True,,,attended,No|Yes,Yes,No,1500.0,6.0,3.0,3.0,1.0,2.0,1.0,7.0,454.0,1046.0,0.30266666666666664,0.0022222222222222222,1046.0,23d6a9f9a02f0aea50f700b704c2aca324ee96608b2f19dee4decbed28233875,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true}",False,[],0.5,True,True,True,True,True,True,True,True,True
